,city,date,polarity,state,text
0,Philadelphia,Tue May 07 21:53:10 +0000 2019,0.0,PA,@JohnPaulFAL @FOX29philly @ShainaFOX29 Valid point 😂😂😂
0,San Diego,Wed May 08 19:11:31 +0000 2019,-0.15555555555555559,CA,@RepMikeJohnson America has waited 2 years. Mueller finished (or was shut down) over a month ago. The House has ben… https://t.co/krbOhYh7rq
1,Kansas City,Wed May 08 19:31:05 +0000 2019,0.0,MO,"Led Zeppelin Documentary to Feature Robert Plant, Jimmy Page, John Paul Jones https://t.co/7DAqSWFHUb via… https://t.co/6qvk1GvSh1"
2,Meridian,Wed May 08 17:15:32 +0000 2019,-0.625,ID,"@RepMikeJohnson Sorry, but look at history and the Nixon case!  But then like history has shown you protect your ow… https://t.co/N0tOsIl4oX"
3,Boston,Wed May 08 21:35:33 +0000 2019,-0.5,MA,@RepMikeJohnson @HouseGOP And yes facts do matter - there why we need to hear from mueller and Mcgahn.  Sorry to te… https://t.co/CyIt68oKq2
4,Metairie,Wed May 08 21:56:21 +0000 2019,0.0,LA,"@RepMikeJohnson And yet, you lie https://t.co/h6NFRB2lsf"
5,Metairie,Wed May 08 21:56:50 +0000 2019,0.6,LA,@YinzgyzPgh @RepMikeJohnson @HouseGOP Go cheer your own reps https://t.co/pawfONfpBh
6,Metairie,Wed May 08 21:57:05 +0000 2019,0.0,LA,@karrie_mullane @RepMikeJohnson @HouseGOP https://t.co/jmaJdsfla1
7,Metairie,Wed May 08 21:57:13 +0000 2019,0.0,LA,@Junecalhoun1116 @RepMikeJohnson @HouseGOP @HouseDemocrats https://t.co/Y0RWgLNj35
8,Metairie,Wed May 08 21:57:26 +0000 2019,0.0,LA,@CliffSmith21 @Rog3rTinsley @RepMikeJohnson https://t.co/LLHhsm4bZ1
9,Metairie,Wed May 08 21:57:36 +0000 2019,0.0,LA,@KevinCo09918202 @RepMikeJohnson https://t.co/mAvfqhWhCU
10,Metairie,Wed May 08 21:57:42 +0000 2019,0.0,LA,@barrybutler2008 @RepMikeJohnson https://t.co/7kiKzusC0g
11,Metairie,Wed May 08 21:58:21 +0000 2019,0.0,LA,@br_laxdad @RepMikeJohnson @LouisianaTimes https://t.co/MIxsBKRU8x
