,text,date,city,state
0,@ChalklenMichael @realDonaldTrump How about an electric fence,Mon Jan 07 11:00:00 +0000 2019,Indianapolis,IN
1,"Going back to bed. Still have another hour before daylight intrudes
I'll be back",Mon Jan 07 11:00:01 +0000 2019,Durham,NC
2,"This year is about a healthier you, book your weekday massage now! Call us at 267-282-4215 to schedule!...https://t.co/3Jq6xfjr4N",Mon Jan 07 11:00:02 +0000 2019,Horsham,PA
3,finally in bed 🤩 good night !,Mon Jan 07 11:00:02 +0000 2019,Oxnard,CA
4,@DanaPerino Morning @DanaPerino how are you - this will never ever happen - you wouldn’t a complete 2/3 what over 5… https://t.co/yaCIOpHRtR,Mon Jan 07 11:00:02 +0000 2019,Dallas,TX
5,This is the most accurate thing on the internet &amp; I can’t breathe,Mon Jan 07 11:00:02 +0000 2019,Grand Rapids,MI
6,Why is Mowgli so mean,Mon Jan 07 11:00:03 +0000 2019,Los Angeles,CA
7,"05:56 Temp. 54.1°F, Hum. 95%, Dewp. 52.3°F, Bar. 1020.6 hpa, Rain Today 0 inch, Wind ° 0 kn",Mon Jan 07 11:00:03 +0000 2019,Seminole,FL
8,@JonahNRO you forget. bartenders are not known nor revered for the accuracy of their pours. only how those pours make you feel,Mon Jan 07 11:00:03 +0000 2019,Bonita Springs,FL
9,"🔉🔊🎼🎵🎶 Mis Tres Animales by @LosTucanesDeTJ on @PandoraMusic
https://t.co/G4G0dR2Fl8 https://t.co/4IzthK2m9W",Mon Jan 07 11:00:03 +0000 2019,Los Angeles,CA
10,I've done it all. Once!!!,Mon Jan 07 11:00:04 +0000 2019,Cimarron Hills,CO
11,"@SlimTim925 @Change Yes! And bring back HUAC!

https://t.co/eymSnmOaAD",Mon Jan 07 11:00:05 +0000 2019,Virginia Beach,VA
12,"🔉🔊🎼🎵🎶 Dos Monedas by Ramon Ayala on @PandoraMusic
https://t.co/xry1Ump1SR",Mon Jan 07 11:00:05 +0000 2019,Los Angeles,CA
13,Today's forecast is rain until afternoon with a morning low of 41°F and a high of 55°F around 2pm  #ImNotGoingToTakeItAnymoreDay,Mon Jan 07 11:00:06 +0000 2019,Rock Island,IL
14,I just want to go for a drive an smoke to clear my mind but ima freeze my culo off🥺,Mon Jan 07 11:00:06 +0000 2019,Tucson,AZ
